participantId,assists,champLevel,combatPlayerScore,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,goldEarned,goldSpent,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,championId,highestAchievedSeasonTier,spell1Id,spell2Id,win,teamId,creepsPerMinDeltas,csDiffPerMinDeltas,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,goldPerMinDeltas,lane,role,xpDiffPerMinDeltas,xpPerMinDeltas,gameId
2,2,14,0,16098,7309,7351,3,0,false,false,false,false,false,false,11199,11050,3006,3031,3094,3095,1054,0,3363,0,2,1123,24449,2270,5784,20,0,8,113877,9553,10228,142943,12021,16207,2556,232,4615,197,194,18,PLATINUM,4,7,false,100,8 8.399999999999999,0.4500000000000002 1.2999999999999998,11.100000000000009 156.14999999999998,236.4 609.2,273.8 424.1,BOTTOM,DUO_CARRY,14.449999999999974 -72.00000000000006,325.1 415.29999999999995,1477559304
3,7,15,0,19912,3387,13857,5,0,false,true,false,false,false,true,12974,13620,3030,3905,3157,3158,1026,1414,3364,3,9,760,147403,15723,9399,137,29,84,18942,1606,18186,174146,18427,27736,15961,38,7800,1098,150,76,CHALLENGER,11,4,false,100,0.2 3.2,,,716.2 1172.6,331.2 615.7,JUNGLE,NONE,,394.2 708.5,1477559304
4,11,15,0,10969,4074,17137,5,0,false,false,false,false,false,false,12462,12225,3040,0,0,3089,3165,3047,3340,2,6,451,150960,21272,6849,14,1,8,10653,1434,11102,164844,22914,18543,922,186,3229,208,592,13,CHALLENGER,12,4,false,100,6.1 6.6,,,333 739.8,301.8 460.5,JUNGLE,NONE,,436.70000000000005 555.3,1477559304
5,5,13,0,3162,150,19072,3,0,false,false,false,false,false,false,7412,6525,0,3067,3401,1029,3117,3050,3364,0,0,888,10082,3369,6633,0,0,0,9873,470,11081,45145,3840,18246,4580,68,25188,0,532,201,MASTER,4,3,false,100,1.7000000000000002 3.4,0.4500000000000002 1.2999999999999998,11.100000000000009 156.14999999999998,81.1 773.3,161.5 287.29999999999995,BOTTOM,DUO_SUPPORT,14.449999999999974 -72.00000000000006,309.3 347.4,1477559304
6,5,15,0,5686,5686,17794,3,0,false,false,true,false,false,false,11145,9333,2033,1036,3078,3047,3053,1006,3340,1,4,763,26163,2504,10595,0,0,0,93551,6024,10234,120361,9175,22604,1973,225,647,647,1774,24,CHALLENGER,4,12,true,200,6.9 8.899999999999999,-0.09999999999999964 1.0999999999999996,-47.099999999999994 -15.700000000000017,390 745.8,257.9 454.9,MIDDLE,SOLO,18.299999999999983 122.50000000000003,442.6 572.7,1477559304
7,7,15,0,4071,4071,6225,2,1,false,false,true,false,false,false,11394,9600,1055,3006,3071,3086,1042,3153,3363,1,4,997,3440,1142,8035,4,0,4,130591,18585,6900,134808,19776,15109,2336,240,776,48,173,236,MASTER,7,4,true,200,8.8 8.7,-0.4500000000000002 -1.2999999999999998,-11.100000000000009 -156.14999999999998,193.6 724.2,276.8 399.4,BOTTOM,DUO_CARRY,-14.449999999999974 72.00000000000006,298.3 540,1477559304
8,9,15,0,11042,3961,13669,8,0,false,false,true,false,false,false,11186,8900,1412,2031,1038,3111,1036,3071,3364,1,5,332,7364,1113,12497,102,8,78,130321,13296,9909,145891,15905,24068,4914,64,8206,1496,1661,104,CHALLENGER,4,11,true,200,1.4 1.6,,,514.5 1059,294.6 311.4,JUNGLE,NONE,,370.1 392.9,1477559304
9,9,16,0,7019,3218,22394,4,0,false,false,false,true,false,false,12729,10775,1082,3040,3157,3111,3027,0,3340,1,9,377,97219,21521,13266,4,0,4,18734,1857,10516,118967,23532,24573,11436,155,3013,154,790,38,DIAMOND,4,12,true,200,5.4 5.7,,,400.3 948.7,228.6 542.5,TOP,SOLO,,355.3 680.7,1477559304
10,12,14,0,2213,2016,4256,2,0,false,false,true,false,false,false,7205,5850,3098,3158,2055,3801,3504,1004,3364,0,1,1044,14936,5511,4317,0,0,0,4789,698,4077,20131,6616,9029,3937,12,406,406,634,40,UNRANKED,4,14,true,200,0 0.5,-0.4500000000000002 -1.2999999999999998,-11.100000000000009 -156.14999999999998,101.7 346,125.80000000000001 262,BOTTOM,DUO_SUPPORT,-14.449999999999974 72.00000000000006,307.20000000000005 366.70000000000005,1477645433
1,7,18,0,3470,1713,32028,4,0,false,false,false,false,false,false,15438,15325,3026,3071,3748,3047,3812,3067,3340,2,7,1188,15385,2138,9527,8,0,8,192320,11470,15468,207813,13692,28768,5351,307,107,83,3772,59,DIAMOND,12,4,false,100,6.2 11.8 9,,,268.9 727.5 1046.6,253.3 549.2 536.5,TOP,SOLO,,402.1 663.3 663.1,1477645433
2,11,16,0,15934,1832,40115,4,1,false,false,false,false,false,false,12270,10575,1402,1028,3068,3111,3050,1026,3364,1,4,1316,120635,14093,9322,122,8,90,23136,1712,15031,161402,18817,25581,5531,54,17630,3011,1228,32,MASTER,11,4,false,100,1 2.8 1.4,0.3 1.7999999999999998 0.9000000000000001,126.49999999999997 -465.5 -33.80000000000007,562.2 584.7 820,315.2 472.9 278.7,JUNGLE,NONE,18.599999999999994 267.5 -88.29999999999998,386.4 655.7 377.4,1477645433
3,2,16,0,4411,1408,21118,7,0,false,false,false,false,false,false,11926,11600,3022,3046,3031,3047,0,1055,3364,1,3,412,21585,768,7020,21,0,12,151537,6956,15037,179125,10038,23373,2712,245,6003,2313,1315,157,UNRANKED,14,4,false,100,8.4 8.2 5.9,,,269.4 569.6 881.9000000000001,267.4 372 404.1,MIDDLE,SOLO,,472.7 576.2 389.9,1477645433
4,8,14,0,1017,1017,27592,9,0,false,false,false,false,false,false,9539,8800,3069,3026,2055,3110,3111,0,3364,1,4,754,550,550,11258,0,0,0,11458,4788,11366,14246,7576,23168,5096,12,2237,2237,543,555,DIAMOND,14,4,false,100,0.2 0.6 0.4,-0.44999999999999996 -0.25000000000000044 0.6499999999999999,74.60000000000001 -113.69999999999999 -156.09999999999994,425 440.2 707,190.9 231.4 390.29999999999995,BOTTOM,DUO_SUPPORT,-7.800000000000011 -78.35 152.09999999999997,260.79999999999995 230.10000000000002 644.3,1477645433
5,5,16,0,5640,5640,6985,6,0,false,false,false,false,false,false,14479,13750,3142,3009,2055,3036,3147,3071,3363,1,5,711,13304,2253,5396,8,0,8,177900,26234,10317,217646,30493,15890,3361,292,26441,2005,176,21,CHALLENGER,7,4,false,100,7.1000000000000005 9.4 9.2,-0.44999999999999996 -0.25000000000000044 0.6499999999999999,74.60000000000001 -113.69999999999999 -156.09999999999994,315.3 344.7 394.90000000000003,272.5 424 515.9,BOTTOM,DUO_CARRY,-7.800000000000011 -78.35 152.09999999999997,266.2 430.4 651.4,1477645433
6,9,18,0,12687,10683,11338,6,0,false,false,false,true,false,false,15474,14625,3153,1037,3047,3036,3071,3046,3340,1,4,512,9792,3082,4223,16,8,8,212131,15919,12659,236419,20008,18041,918,309,14496,1007,1159,236,CHALLENGER,12,4,true,200,7.1 9.5 10.5,,,244.1 570.2 714.4,243.10000000000002 373.8 594.0999999999999,TOP,DUO,,407.29999999999995 504.8 720.9000000000001,1477645433
7,20,16,0,6817,2131,29053,6,0,false,true,true,false,true,false,11951,10950,3190,3109,3401,0,3117,3050,3364,2,6,447,26316,6618,3949,4,0,0,14797,3034,12487,51828,10689,19017,3156,63,10715,1037,2580,89,CHALLENGER,14,4,true,200,2.1 1.9 2.1,0.44999999999999996 0.25000000000000044 -0.6499999999999999,-74.60000000000001 113.69999999999999 156.09999999999994,260.4 575.9 844.4000000000001,275.79999999999995 336.70000000000005 309.1,BOTTOM,DUO_SUPPORT,7.800000000000011 78.35 -152.09999999999997,295.9 351.1 516.2,1477645433
8,17,16,0,26268,2502,26372,4,1,false,false,false,false,true,false,12636,11975,3193,3800,3047,3143,0,1402,3364,1,4,834,128376,13391,6002,132,8,85,23098,379,18643,165198,14940,26617,11778,29,13722,1169,1971,79,DIAMOND,4,11,true,200,0.7 1 0.5,-0.3 -1.7999999999999998 -0.9000000000000001,-126.49999999999997 465.5 33.80000000000007,435.70000000000005 1050.2 853.8,347.8 309.6 368.3,JUNGLE,NONE,-18.599999999999994 -267.5 88.29999999999998,367.8 388.20000000000005 465.7,1477645433
9,13,16,0,31040,6596,10549,5,2,false,false,false,false,false,true,16558,15300,3157,3124,3089,3006,3115,1031,3363,2,8,594,65078,13248,3892,24,12,8,85323,8337,10487,152525,22711,15968,4755,213,2124,1125,1588,145,DIAMOND,4,7,true,200,6.1 8.600000000000001 6.2,0.44999999999999996 0.25000000000000044 -0.6499999999999999,-74.60000000000001 113.69999999999999 156.09999999999994,330.7 436.4 569.7,352.29999999999995 463.9 489.1,BOTTOM,DUO_CARRY,7.800000000000011 78.35 -152.09999999999997,246.7 466.1 475.29999999999995,1477645433
10,6,18,0,12487,3057,25614,2,2,false,false,false,false,false,false,16358,14975,3026,3053,3748,3047,3071,0,3364,2,8,1460,10948,4168,4288,23,8,5,196863,15842,21498,210583,21952,28137,8694,279,2771,1941,2350,58,MASTER,4,14,true,200,7.5 9.8 8.600000000000001,,,320.20000000000005 442 1450.2,255.3 466.2 516.0999999999999,TOP,DUO,,422.5 632.6 680.1,1477692509
1,2,14,0,261,261,12865,6,0,false,false,false,false,false,false,8569,8425,1055,3074,3044,3047,1042,3057,3363,0,1,381,1332,495,4196,4,0,0,92281,6182,11966,106124,8727,18432,2367,202,12509,2049,2269,114,DIAMOND,4,12,false,100,7.4 7.199999999999999,0 -0.6000000000000001,26.700000000000017 -236.3,503.6 747.6,280.5 320.2,TOP,SOLO,13.399999999999977 -110.80000000000001,456.5 411.9,1477692509
2,3,13,0,102,0,3438,5,0,false,false,false,false,false,false,8468,7250,1055,3095,3009,3094,2055,0,3363,0,2,593,2107,589,6299,0,0,0,89977,7575,3297,92085,8165,10785,1987,184,0,0,1188,202,DIAMOND,4,7,false,100,6.699999999999999 8.3,,,287.20000000000005 356.7,281.1 310.8,MIDDLE,DUO,,305.7 416.6,1477692509
3,7,13,0,14749,849,14552,4,0,false,true,false,false,false,true,9367,8445,2424,1031,3047,1402,3742,1057,3364,1,4,899,84935,8795,5166,90,8,65,17282,838,13173,115380,10581,20039,8121,33,13162,948,1698,79,DIAMOND,4,11,false,100,0.5 1.9,0 0.3999999999999998,104.5 -76.20000000000002,673.8 774.6,293.1 440,JUNGLE,NONE,18.599999999999994 -168.10000000000002,368 474.2,1477692509
4,6,11,0,565,203,12790,3,0,false,false,false,false,false,false,5981,5500,3050,2010,3158,2055,0,3401,3364,0,0,639,6742,2115,7586,0,0,0,7296,796,7823,29734,3393,16165,8072,64,15695,482,755,44,MASTER,14,4,false,100,1.6 2.9000000000000004,,,461.20000000000005 682,168 237.3,MIDDLE,DUO_SUPPORT,,257.79999999999995 326.5,1477692509
5,4,15,0,6751,2007,5467,4,0,false,false,false,false,true,false,11455,10850,3020,3165,1082,3285,3135,0,3363,1,7,947,96344,15228,5411,0,0,0,13998,1660,8991,124228,19110,14973,3258,217,13886,2221,571,142,CHALLENGER,14,4,false,100,7.800000000000001 9.3,,,482.20000000000005 364.29999999999995,340.4 450.5,MIDDLE,DUO,,436.5 530.7,1477692509
6,7,15,0,15029,3590,13175,3,0,false,false,false,false,false,false,11734,11700,3031,3046,3155,3111,1011,3052,3364,0,3,732,14810,912,5334,14,1,8,126078,6572,7884,150580,9516,14959,4168,212,9690,2031,1740,157,UNRANKED,14,4,true,200,6.1 9.6,,,290.8 591,287 452,MIDDLE,SOLO,,410 595.3,1477692509
7,3,16,0,7610,7235,10968,5,0,false,false,false,true,false,false,12144,9783,2033,3078,3074,3123,0,3047,3340,1,5,566,22676,4340,6771,0,0,0,112737,8596,10716,142282,15234,19983,936,225,6868,2298,2494,24,DIAMOND,12,4,true,200,7.4 7.8,0 0.6000000000000001,-26.700000000000017 236.3,476.9 983.9000000000001,284.70000000000005 394.1,TOP,SOLO,-13.399999999999977 110.80000000000001,443.1 522.7,1477692509
8,2,15,0,4827,4655,3627,2,1,false,false,false,false,false,false,13106,9658,3078,1054,3020,3094,0,1038,3363,1,6,880,111859,14689,4156,4,0,0,19678,2135,6374,133566,17260,12066,3299,253,2029,436,1535,42,MASTER,7,4,true,200,7.8999999999999995 9.2,,,342.2 388.2,324.5 377.7,BOTTOM,DUO_CARRY,,361.4 448.5,1477692509
9,3,15,0,30628,4761,10965,2,0,false,false,false,false,false,false,11439,11425,3157,1414,3100,2055,3111,1058,3364,1,5,1309,145159,8170,5047,153,28,92,24089,1314,15339,182282,10053,20989,13862,24,13033,568,602,76,CHALLENGER,11,4,true,200,0.5 1.5,0 -0.3999999999999998,-104.5 76.20000000000002,569.3 850.8,306.5 443.9,JUNGLE,NONE,-18.599999999999994 168.10000000000002,349.4 642.3,1477692509
10,5,12,0,1293,122,9649,3,0,false,false,false,false,false,false,7303,6050,3110,2031,3097,0,1028,3117,3364,1,3,531,299,299,8164,0,0,0,19828,5505,6466,28509,6955,14958,5811,49,8381,1150,327,555,CHALLENGER,14,4,true,200,1.6 2.2,,,413.40000000000003 593,214.7 231.2,BOTTOM,DUO_SUPPORT,,334.9 252.5,1477716641
1,7,18,0,15025,5291,16415,6,1,false,false,false,false,false,false,17158,15250,3095,3157,3124,3006,3085,1038,3363,2,9,544,47089,7721,3253,23,0,17,201443,18944,15185,249660,26842,20603,5881,282,1127,176,2164,145,CHALLENGER,4,7,false,100,8.3 7.2 9.4,0.5999999999999996 -0.25 2.8499999999999996,-10.749999999999986 47.64999999999998 -27.650000000000034,373.4 749.4 709.4,322.5 498.8 620.0999999999999,BOTTOM,DUO_CARRY,7.150000000000034 -16.69999999999996 171.70000000000005,353 500.1 775.8,1477716641
2,6,15,0,5053,994,6677,5,1,false,false,false,false,false,false,10938,9525,3092,3020,3157,3151,2055,0,3364,3,7,428,68179,18523,4259,0,0,0,4308,685,8017,73123,19843,13465,1312,57,635,635,1188,63,DIAMOND,4,14,false,100,0.1 1.1 3.1,0.5999999999999996 -0.25 2.8499999999999996,-10.749999999999986 47.64999999999998 -27.650000000000034,193.70000000000002 263 717.7,245.79999999999998 318.6 322.79999999999995,BOTTOM,DUO_SUPPORT,7.150000000000034 -16.69999999999996 171.70000000000005,297.2 316.3 505.6,1477716641
3,7,18,0,10245,1426,23129,5,1,false,false,false,false,false,false,14411,13358,1412,3077,3052,3047,3078,3053,3364,2,10,895,2266,564,4757,119,4,89,148838,13229,22840,175528,16360,31253,9582,70,24423,2566,3655,164,UNRANKED,4,11,false,100,0 2.6 2.2,-0.6 2.4 2,149 331.70000000000005 380.2000000000001,446.20000000000005 888.8000000000001 1232.3000000000002,314.20000000000005 423.9 533.6,JUNGLE,NONE,-60.79999999999998 173.3 210.90000000000003,304 624 729.5,1477716641
4,9,15,0,1975,651,33058,9,0,false,true,false,false,false,false,9575,9705,1028,0,3143,3047,3068,3076,3340,0,2,399,26799,2587,7718,0,0,0,70718,8647,17772,97527,11243,31731,2018,145,9,9,6240,78,DIAMOND,12,4,false,100,5.3 4.699999999999999 3.5,,,679.7 801.9 1129.4,296.6 258.4 267.20000000000005,TOP,DUO,,433.6 423.1 435.4,1477716641
5,11,16,0,2250,1694,16990,4,0,false,false,false,false,false,false,12606,11660,2033,3027,3157,1052,3116,3047,3363,1,4,533,160321,19637,4387,13,0,9,8488,1760,17333,169096,21685,25894,3157,227,287,287,4173,136,MASTER,6,4,false,100,6.300000000000001 7.5 6.8,,,446.4 659.7 1029.9,253.3 387 426.3,TOP,DUO,,346.8 440.70000000000005 578.8,1477716641
6,7,18,0,7487,3369,9378,5,0,false,false,false,false,false,false,14108,12805,3086,3031,3095,3009,3087,0,3364,0,3,592,15234,1100,6601,28,9,4,171656,12305,11299,198130,15202,18018,2286,272,11239,1796,117,133,CHALLENGER,14,4,true,200,5.5 9.399999999999999 9,,,356.4 533.3 771.5,259.8 392.20000000000005 520.7,MIDDLE,SOLO,,437.90000000000003 473.20000000000005 640.2,1477716641
7,18,14,0,1801,454,26437,4,0,false,false,true,false,false,false,9965,9025,3050,3109,3069,2055,3117,1029,3364,0,0,902,18043,10174,10118,0,0,0,7407,1229,7928,26763,12716,18251,1278,21,1312,1312,204,412,CHALLENGER,14,4,true,200,0.2 0.8 0.7999999999999999,-0.5999999999999996 0.25 -2.8499999999999996,10.749999999999986 -47.64999999999998 27.650000000000034,308.79999999999995 368.1 660.3,209.2 291.5 300.3,BOTTOM,DUO_SUPPORT,-7.150000000000034 16.69999999999996 -171.70000000000005,309.4 397 361.3,1477716641
8,3,16,0,20317,9342,21729,12,1,false,false,true,false,false,true,16312,14200,3142,3071,3147,3077,3047,3036,3363,4,11,264,16035,2540,11576,15,1,1,156812,24420,20060,181118,30907,34467,6445,207,8270,3946,2830,107,DIAMOND,4,12,true,200,5.9 5.9 7.9,,,577.3 880.5 1426.9,378.9 464.4 549.0999999999999,TOP,SOLO,,367.6 434.7 648.6,1477716641
9,14,16,0,9865,2918,20715,5,0,false,false,false,false,false,false,11247,10550,1039,3107,3190,3174,3504,3117,3364,0,0,565,11427,5073,10567,137,13,111,7928,3056,10992,464790,9398,21851,10824,10,445434,1268,292,427,DIAMOND,11,4,true,200,0.6 0.2 0.2,0.6 -2.4 -2,-149 -331.70000000000005 -380.2000000000001,297.2 557.1 852.0999999999999,266.9 280.6 380.5,JUNGLE,NONE,60.79999999999998 -173.3 -210.90000000000003,364.8 450.7 518.5999999999999,1477716641
10,4,17,0,29591,7617,12307,6,2,false,false,false,true,false,false,18249,17375,3031,3153,3026,3046,3006,3124,3363,4,15,522,8177,2389,10258,28,4,16,182369,21802,8879,219538,33289,19367,3044,253,28991,9098,230,67,UNRANKED,7,4,true,200,7 8 6,-0.5999999999999996 0.25 -2.8499999999999996,10.749999999999986 -47.64999999999998 27.650000000000034,279.8 549 822.0999999999999,374.9 531.7 593.4,BOTTOM,DUO_CARRY,-7.150000000000034 16.69999999999996 -171.70000000000005,326.5 452.8 576.7,1477750044
1,6,12,0,403,0,26732,6,0,false,false,false,false,false,false,6249,6025,3109,1029,3401,3009,2055,0,3364,0,0,417,9452,4153,9890,0,0,0,4935,420,12662,24409,5196,24188,5934,49,10021,622,1635,12,DIAMOND,14,4,false,100,1.9 2.1,0.7999999999999998 -0.9500000000000006,69.35 27.149999999999977,409.8 957.5,176.5 259.8,BOTTOM,DUO_SUPPORT,29.650000000000006 -43.349999999999994,273.1 370.3,1477750044
2,3,14,0,120,120,4978,4,1,false,false,false,false,false,false,12162,11900,1053,3031,2055,3095,3009,3094,3363,2,8,519,9039,851,8253,8,0,4,123135,14427,5898,133129,15558,14706,4106,214,954,280,554,202,UNRANKED,7,4,false,100,7.1 8.7,0.7999999999999998 -0.9500000000000006,69.35 27.149999999999977,326.5 282.1,300.9 423.6,BOTTOM,DUO_CARRY,29.650000000000006 -43.349999999999994,290.29999999999995 423.7,1477750044
3,7,15,0,1958,1837,5745,4,0,false,false,false,false,false,false,10337,9560,1056,0,1052,3020,3285,3165,3363,2,5,634,72841,11502,11731,4,0,4,13471,1262,4825,127312,16486,17551,3867,196,40999,3721,995,103,CHALLENGER,4,14,false,100,7.5 7.1,0.8000000000000003 -1.2000000000000002,-16.700000000000003 190.30000000000004,200.8 667.6,275.79999999999995 413.6,MIDDLE,SOLO,3.8000000000000114 -51.19999999999996,423.70000000000005 457,1477750044
4,8,14,0,8195,2039,15820,4,1,false,false,false,false,false,false,9690,9508,1412,2031,3078,3047,3052,1028,3364,2,4,767,6368,440,9380,106,20,69,94958,7317,15611,122269,10634,25988,10392,24,20941,2876,996,164,CHALLENGER,11,4,false,100,0.1 1.2,-0.8 -1.0000000000000002,57.69999999999999 -235.29999999999995,548.3 873.2,216.39999999999998 395.9,JUNGLE,NONE,-125.10000000000002 -96.80000000000001,251.5 544.2,1477750044
5,3,14,0,2831,108,16579,9,1,false,false,false,false,false,false,9328,7950,1054,3157,0,3020,3165,0,3363,1,3,281,98261,16165,8078,0,0,0,10990,847,10674,114422,17012,19202,168,195,5170,0,448,68,DIAMOND,12,4,false,100,6.300000000000001 7.300000000000001,-0.19999999999999973 0.20000000000000062,-23.100000000000023 -126.70000000000005,418.2 745.0999999999999,232.60000000000002 409.1,TOP,SOLO,-8.699999999999989 66.1,405.9 496,1477750044
6,9,15,0,10398,9682,6504,2,1,false,false,false,false,false,false,14617,12983,3153,3042,3158,3155,3133,3078,3363,1,7,928,34479,6437,5553,16,12,4,124430,16451,9787,165451,23786,16659,2103,223,6541,896,1318,81,CHALLENGER,4,7,true,200,6 10.5,-0.7999999999999998 0.9500000000000006,-69.35 -27.149999999999977,263.3 447.29999999999995,320.3 520.6,BOTTOM,DUO_CARRY,-29.650000000000006 43.349999999999994,300.9 565.3,1477750044
7,7,15,0,4019,4019,2870,4,0,false,false,true,false,false,false,11893,9300,1056,2424,3151,3020,1058,3285,3363,1,6,440,125421,17906,5536,8,8,0,10509,561,4002,136414,18467,10177,1549,200,484,0,638,101,UNRANKED,4,7,true,200,6.699999999999999 8.3,-0.8000000000000003 1.2000000000000002,16.700000000000003 -190.30000000000004,217.5 477.29999999999995,242.5 372.1,MIDDLE,SOLO,-3.8000000000000114 51.19999999999996,419.9 508.2,1477750044
8,5,14,0,9738,9738,12146,5,0,false,true,true,false,false,false,12091,10408,3053,3078,3211,2031,3111,1054,3340,3,8,769,0,0,7471,0,0,0,113176,7656,10460,115489,8767,22849,2111,203,2313,1110,4918,122,DIAMOND,12,4,true,200,6.5 7.1,0.19999999999999973 -0.20000000000000062,23.100000000000023 126.70000000000005,441.3 871.8,327.5 419.5,TOP,SOLO,8.699999999999989 -66.1,414.6 429.9,1477750044
9,15,15,0,15026,1291,12760,4,0,false,false,false,false,false,false,12463,10525,2055,3157,3905,1414,3111,3113,3364,1,6,1157,134593,16460,9108,135,25,75,19555,2266,14118,162567,20670,24956,14064,39,8418,1943,1728,76,CHALLENGER,11,4,true,200,0.9 2.2,0.8 1.0000000000000002,-57.69999999999999 235.29999999999995,490.6 1108.5,311.5 544.1,JUNGLE,NONE,125.10000000000002 96.80000000000001,376.6 641,1477750044
10,14,12,0,392,328,12536,6,0,false,false,true,false,false,false,7241,6450,3050,2031,3401,2055,3117,0,3364,0,0,505,8492,4485,7038,0,0,0,6171,590,8388,24255,5754,17325,1899,45,9591,679,1897,201,CHALLENGER,14,4,true,200,1.4 2.2,-0.7999999999999998 0.9500000000000006,-69.35 -27.149999999999977,334.3 738,161 231,BOTTOM,DUO_SUPPORT,-29.650000000000006 43.349999999999994,203.2 315.4,1477760227
1,4,12,0,2045,235,11566,6,0,false,false,false,false,false,false,6933,6750,2031,3400,3047,1412,3044,3067,3520,0,2,543,15486,1248,3402,76,0,63,58230,6007,10840,78398,8338,15734,3239,14,4680,1082,1490,64,CHALLENGER,4,11,false,100,0.1 1.3,0.1 0.40000000000000013,-171.8 -239.99999999999994,537.7 768.9000000000001,266.9 308.6,JUNGLE,NONE,-152.1 -172.6,318.9 418.70000000000005,1477760227
2,2,11,0,0,0,7802,8,0,false,false,false,false,false,false,6431,5950,3046,3052,3047,2055,1055,0,3363,0,0,340,5774,240,2772,2,0,2,60481,3182,7234,66789,3955,12532,666,149,533,533,2525,157,UNRANKED,14,4,false,100,5.9 8.399999999999999,-2.1999999999999997 -1.5000000000000009,-104.20000000000002 -415.69999999999993,417.9 447.2,229.5 318.9,MIDDLE,SOLO,-148.20000000000002 -161.09999999999997,383 451.8,1477760227
3,2,15,0,3433,2558,10731,4,0,false,false,false,false,false,true,9316,8208,3078,2033,3077,3052,3047,1028,3340,0,2,488,20772,2606,2297,8,0,1,102994,5750,12120,129013,10602,16389,1090,201,5245,2245,1971,24,DIAMOND,12,4,false,100,7.1000000000000005 11.399999999999999,-0.7999999999999998 0,13.700000000000017 238.4,480.4 650.4,239 526.1,TOP,SOLO,-26.799999999999983 83.19999999999999,443 677.2,1477760227
4,1,10,0,206,206,7362,4,0,false,false,false,false,false,false,5130,4225,3401,2003,3117,3082,2055,0,3364,0,2,631,0,0,2939,0,0,0,8380,1810,6278,17307,2376,10753,2871,46,8926,565,1535,555,DIAMOND,4,14,false,100,1.9 2.2,1.05 1.05,51.650000000000006 182.8,298.5 427,181.9 203.3,BOTTOM,DUO_SUPPORT,26.849999999999966 -69.94999999999999,295.5 278.20000000000005,1477760227
5,1,11,0,367,367,3606,2,0,false,false,false,false,false,false,8510,8150,3095,2055,3124,1055,3006,0,3363,1,2,773,6857,1953,1164,2,0,2,73038,3230,5159,80924,5284,6615,933,181,1028,100,292,145,MASTER,7,4,false,100,7.7 8,1.05 1.05,51.650000000000006 182.8,256.6 237.3,263.7 437.6,BOTTOM,DUO_CARRY,26.849999999999966 -69.94999999999999,281.1 407.3,1477760227
